file,path,heuristic,status,runtime_sec,decisions,conflicts,learned_clauses,propagations
flat50-178.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-178.cnf,vsids,SAT,1.898143,44,18,18,1040
flat50-179.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-179.cnf,baseline,SAT,0.376018,14,2,2,185
flat50-179.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-179.cnf,vsids,SAT,0.462366,12,3,3,282
flat50-18.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-18.cnf,baseline,SAT,1.578441,46,18,18,985
flat50-18.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-18.cnf,vsids,SAT,0.824561,24,5,5,412
flat50-180.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-180.cnf,baseline,SAT,1.841499,52,17,17,953
flat50-180.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-180.cnf,vsids,SAT,0.7142,23,3,3,225
flat50-181.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-181.cnf,baseline,SAT,2.635406,71,40,40,2339
flat50-181.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-181.cnf,vsids,SAT,0.728573,25,8,8,560
flat50-182.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-182.cnf,baseline,SAT,1.149016,39,14,14,854
flat50-182.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-182.cnf,vsids,SAT,0.448564,21,2,2,195
flat50-183.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-183.cnf,baseline,SAT,0.699689,19,3,3,258
flat50-183.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-183.cnf,vsids,SAT,1.394572,34,12,12,874
flat50-184.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-184.cnf,baseline,SAT,6.239575,136,82,82,4786
flat50-184.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-184.cnf,vsids,SAT,1.750069,41,17,17,1094
flat50-185.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-185.cnf,baseline,SAT,3.937087,77,46,46,2757
flat50-185.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-185.cnf,vsids,SAT,3.321023,86,46,46,2360
flat50-186.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-186.cnf,baseline,SAT,2.683328,64,38,38,2329
flat50-186.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-186.cnf,vsids,SAT,4.504362,96,53,53,2967
flat50-187.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-187.cnf,baseline,SAT,1.463041,44,14,14,943
flat50-187.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-187.cnf,vsids,SAT,0.697758,20,2,2,203
flat50-188.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-188.cnf,baseline,SAT,1.310782,46,15,15,1029
flat50-188.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-188.cnf,vsids,SAT,0.45821,14,1,1,163
flat50-189.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-189.cnf,baseline,SAT,0.836863,21,4,4,359
flat50-189.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-189.cnf,vsids,SAT,4.932554,100,68,68,3690
flat50-19.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-19.cnf,baseline,SAT,1.085564,33,9,9,612
flat50-19.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-19.cnf,vsids,SAT,1.218621,46,13,13,726
flat50-190.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-190.cnf,baseline,SAT,0.958959,33,6,6,487
flat50-190.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-190.cnf,vsids,SAT,0.856282,22,5,5,387
flat50-191.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-191.cnf,baseline,SAT,1.13552,37,11,11,642
flat50-191.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-191.cnf,vsids,SAT,0.836519,21,5,5,359
flat50-192.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-192.cnf,baseline,SAT,0.866371,29,7,7,527
flat50-192.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-192.cnf,vsids,SAT,0.592765,20,1,1,184
flat50-193.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-193.cnf,baseline,SAT,0.534511,16,0,0,134
flat50-193.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-193.cnf,vsids,SAT,0.807094,27,5,5,329
flat50-194.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-194.cnf,baseline,SAT,1.275055,39,14,14,888
flat50-194.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-194.cnf,vsids,SAT,0.675153,18,2,2,198
